(401, 1)
(16499, 1)
(16549, 1)
(16564, 1)
(17111, 1)
(17507, 1)
(17889, 2)
(18043, 1)
(18049, 2)
(20064, 1)
(20107, 2)
(23579, 1)
(24066, 2)
(24857, 6)
(24973, 1)
(29754, 2)
(29808, 1)
(33021, 3)
(33336, 1)
(35548, 2)
(37763, 3)
(37951, 2)
(39272, 1)
(39415, 2)
(39421, 1)
(43640, 2)
(43980, 1)
(44024, 1)
(44091, 4)
(49793, 4)
(50083, 1)
(50493, 1)
(50822, 8)
(51556, 3)
(51668, 4)
(51693, 1)
(51708, 1)
(52146, 2)
(52232, 2)
(52933, 2)
(53000, 1)
(53027, 4)
(55632, 1)
(55668, 3)
(55998, 1)
(56575, 3)
(56769, 1)
(56877, 1)
(56970, 1)
(57837, 6)
(58854, 3)
(58874, 2)
(59468, 5)
(59495, 1)
(62146, 3)
(70445, 2)
(72573, 4)
(72592, 5)
(75631, 3)
(75718, 1)
(75777, 2)
(78067, 5)
(78276, 1)
(78488, 2)
(85220, 8)
(86229, 7)
(86249, 1)
(87889, 3)
(90889, 5)
(92814, 4)
(95305, 8)
(96313, 6)
(96882, 3)
(96957, 3)
(100180, 3)
(100195, 2)
(100502, 4)
(112658, 4)
(114526, 2)
(116435, 2)
(118470, 4)
(122673, 2)
(122918, 4)
(122935, 1)
(123821, 1)
(124010, 7)
(124106, 1)
(124658, 8)
(124681, 3)
(126338, 6)
(127222, 2)
(128005, 2)
(130489, 5)
(130513, 4)
(132962, 7)
(133023, 2)
(134351, 3)
(134459, 1)
(135094, 3)
(135297, 4)
(137149, 1)
(137397, 4)
(137559, 2)
(139435, 1)
(140023, 1)
(140043, 3)
(143420, 2)
(143554, 1)
(146050, 3)
(150530, 1)
(151377, 2)
(152443, 7)
(153516, 3)
(153570, 3)
(153675, 3)
(154361, 6)
(154552, 4)
(159857, 1)
(161450, 9)
(161486, 6)
(161560, 6)
(161687, 2)
(164157, 10)
(164185, 3)
(165870, 3)
(166063, 7)
(167038, 4)
(167120, 1)
(167205, 5)
(171969, 8)
(176661, 2)
(177087, 2)
(177120, 6)
(177155, 5)
(177354, 3)
(177514, 6)
(178799, 9)
(183789, 1)
(184774, 8)
(189841, 6)
(190852, 7)
(195932, 3)
(197135, 1)
(197150, 4)
(199405, 1)
(206026, 2)
(208421, 4)
(209244, 1)
(209287, 5)
(210178, 2)
(217963, 11)
(218014, 10)
(221405, 1)
(224073, 7)
(224836, 2)
(231629, 43)
(231943, 3)
(232164, 11)
(237598, 2)
(237620, 1)
(238468, 2)
(238487, 5)
(238560, 2)
(243087, 7)
(243510, 7)
(244365, 4)
(245114, 8)
(245264, 11)
(245327, 8)
(248290, 5)
(251064, 4)
(251304, 1)
(251340, 6)
(252139, 1)
(255268, 6)
(255298, 3)
(256744, 3)
(258354, 2)
(262009, 6)
(262353, 3)
(262729, 1)
(263188, 3)
(263225, 1)
(263289, 11)
(267682, 5)
(272810, 9)
(273125, 9)
(273333, 7)
(273627, 1)
(275216, 13)
(276189, 13)
(276365, 3)
(277685, 2)
(282258, 1)
(285122, 4)
(293607, 1)
(293795, 2)
(293841, 4)
(294482, 3)
(294513, 9)
(295246, 2)
(296621, 8)
(298093, 3)
(298124, 5)
(302985, 2)
(319138, 3)
(319532, 1)
(320286, 15)
(320355, 4)
(320441, 4)
(321892, 8)
(321922, 1)
(322008, 1)
(327282, 2)
(332252, 2)
(332736, 2)
(335526, 8)
(337318, 1)
(337423, 9)
(343917, 5)
(344295, 10)
(345775, 8)
(345834, 1)
(345992, 4)
(354338, 2)
(354775, 5)
(357265, 3)
(357415, 8)
(358017, 12)
(360659, 27)
(360854, 8)
(361017, 5)
(365475, 8)
(372002, 6)
(374595, 12)
(375211, 2)
(376231, 1)
(378956, 3)
(379017, 7)
(382040, 4)
(382644, 6)
(384832, 2)
(389618, 11)
(390277, 7)
(400821, 1)
(401260, 15)
(404857, 7)
(404933, 3)
(405124, 2)
(407300, 7)
(407886, 8)
(409069, 1)
(409094, 11)
(409190, 1)
(413552, 1)
(416502, 3)
(416540, 3)
(416572, 8)
(417744, 13)
(419259, 3)
(419663, 3)
(420982, 11)
(421631, 13)
(422481, 9)
(424757, 13)
(425483, 3)
(425666, 2)
(425697, 10)
(425772, 7)
(438314, 15)
(441672, 8)
(445416, 2)
(446150, 7)
(446734, 2)
(454729, 5)
(454757, 6)
(454801, 9)
(456396, 3)
(456587, 10)
(456728, 14)
(458861, 2)
(459097, 2)
(459461, 13)
(459514, 1)
(459986, 13)
(462933, 2)
(464024, 12)
(468913, 2)
(473651, 14)
(473976, 1)
(474282, 2)
(474345, 9)
(476733, 4)
(477049, 8)
(477136, 3)
(479963, 10)
(479995, 4)
(480120, 7)
(483597, 11)
(484454, 1)
(485254, 14)
(487311, 8)
(491073, 2)
(501793, 5)
(503056, 2)
(503985, 6)
(507701, 1)
(507968, 11)
(509603, 1)
(510851, 2)
(511500, 12)
(513476, 1)
(520897, 1)
(521334, 8)
(521363, 3)
(521456, 8)
(521519, 7)
(522661, 3)
(522796, 6)
(526788, 2)
(527675, 1)
(530436, 12)
(534882, 4)
(534945, 11)
(539746, 9)
(540392, 4)
(546226, 14)
(547083, 5)
(547315, 1)
(548044, 1)
(548605, 1)
(548807, 7)
(555181, 8)
(560111, 4)
(560363, 4)
(562672, 1)
(565441, 6)
(565965, 4)
(566076, 1)
(566686, 3)
(566794, 9)
(569897, 5)
(570182, 2)
(573367, 5)
(573430, 6)
(575317, 5)
(575388, 5)
(579758, 1)
(580163, 17)
(580225, 1)
(585285, 12)
(591299, 15)
(593434, 14)
(594596, 3)
(595685, 3)
(600540, 9)
(600841, 6)
(603092, 8)
