(1025843, 2)
(1026074, 20)
(1029615, 3)
(1035201, 15)
(1036297, 9)
(1036626, 16)
(1049405, 2)
(1050293, 5)
(1050349, 12)
(1053218, 3)
(1063783, 2)
(1065793, 24)
(1067158, 2)
(1067557, 1)
(1067676, 4)
(1071731, 16)
(1071859, 2)
(1077389, 21)
(1084051, 4)
(1104430, 19)
(1104646, 15)
(1110841, 11)
(1116692, 26)
(1117112, 1)
(1123854, 16)
(1123992, 4)
(1124299, 24)
(1128779, 15)
(1132045, 29)
(1132972, 7)
(1133543, 22)
(1133756, 18)
(1134129, 1)
(1137865, 1)
(1139931, 11)
(1140109, 16)
(1141847, 11)
(1142485, 2)
(1142539, 3)
(1143664, 1)
(1153030, 20)
(1153462, 23)
(1153589, 7)
(1160292, 26)
(1162791, 13)
(1178626, 10)
(1186568, 1)
(1187942, 13)
(1188491, 2)
(1192040, 21)
(1195366, 22)
(1200242, 26)
(1207228, 18)
(1207322, 7)
(1211998, 8)
(1212601, 19)
(1217390, 3)
(1218334, 2)
(1224887, 21)
(1225100, 4)
(1226774, 4)
(1227561, 24)
(1236233, 8)
(1239328, 18)
(1239654, 25)
(1239959, 10)
(1240314, 2)
(1242072, 26)
(1272053, 2)
(1272358, 24)
(1276173, 2)
(1276504, 14)
(1285552, 1)
(1288083, 28)
(1288976, 23)
(1293192, 17)
(1295235, 18)
(1296583, 16)
(1297762, 10)
(1298053, 12)
(1310778, 8)
(1313653, 16)
(1317806, 5)
(1320221, 20)
(1320719, 11)
(1323912, 12)
(1324917, 1)
(1325160, 24)
(1327193, 4)
(1335484, 3)
(1338089, 28)
(1340209, 3)
(1347336, 3)
(1347803, 9)
(1348270, 9)
(1349818, 28)
(1352195, 22)
(1352559, 12)
(1354989, 4)
(1355723, 29)
(1364229, 10)
(1365884, 27)
(1367409, 1)
(1376784, 9)
(1377734, 11)
(1382855, 8)
(1384315, 6)
(1384575, 4)
(1384641, 14)
(1388015, 2)
(1388800, 1)
(1389023, 1)
(1390974, 17)
(1396916, 28)
(1397519, 13)
(1402293, 6)
(1407991, 28)
(1408890, 3)
(1420315, 3)
(1420986, 24)
(1422391, 2)
(1422536, 22)
(1422912, 16)
(1428524, 16)
(1430609, 16)
(1435697, 5)
(1444103, 22)
(1447907, 2)
(1448281, 1)
(1456849, 7)
(1457017, 5)
(1459196, 5)
(1459248, 3)
(1460186, 1)
(1470956, 2)
(1471805, 7)
(1482450, 1)
(1493241, 2)
(1493870, 32)
(1497359, 21)
(1498150, 2)
(1501953, 29)
(1504695, 16)
(1505996, 2)
(1512699, 14)
(1513311, 2)
(1518251, 17)
(1529436, 10)
(1531019, 13)
(1534272, 6)
(1541341, 3)
(1541522, 21)
(1547882, 9)
(1551227, 9)
(1556702, 1)
(1558503, 19)
(1558777, 2)
(1559409, 3)
(1560047, 15)
(1565354, 2)
(1565557, 6)
(1565833, 7)
(1568947, 8)
(1569473, 8)
(1578712, 11)
(1578975, 21)
(1579221, 2)
(1579623, 3)
(1582318, 22)
(1582844, 1)
(1583680, 10)
(1586884, 18)
(1588650, 6)
(1588737, 6)
(1589032, 18)
(1595177, 29)
(1597562, 8)
(1601238, 22)
(1601725, 3)
(1607651, 8)
(1608024, 16)
(1610853, 34)
(1611253, 36)
(1611883, 25)
(1611979, 20)
(1616991, 27)
(1620590, 22)
(1621301, 7)
(1636519, 7)
(1636752, 6)
(1637180, 2)
(1637855, 28)
(1639236, 5)
(1641678, 11)
(1645509, 4)
(1647075, 1)
(1653173, 27)
(1653272, 11)
(1654303, 1)
(1659766, 25)
(1660930, 14)
(1662434, 16)
(1663993, 1)
(1664518, 31)
(1665854, 18)
(1666333, 23)
(1681933, 7)
(1686862, 5)
(1688144, 9)
(1691206, 2)
(1694766, 7)
(1695778, 11)
(1698560, 12)
(1703096, 1)
(1706401, 3)
(1724960, 1)
(1725183, 30)
(1727045, 27)
(1727383, 4)
(1730946, 6)
(1734859, 5)
(1736745, 34)
(1736851, 1)
(1746332, 32)
(1750053, 31)
(1750325, 38)
(1750745, 2)
(1755575, 2)
(1755692, 1)
(1762290, 19)
(1763167, 20)
(1763292, 1)
(1763731, 17)
(1768887, 31)
(1769447, 10)
(1769720, 12)
(1775256, 31)
(1777419, 16)
(1777691, 3)
(1778050, 33)
(1779420, 5)
(1782057, 3)
(1787097, 7)
(1787446, 30)
(1787607, 7)
(1801474, 11)
(1809029, 2)
(1816455, 14)
(1819649, 3)
(1830988, 27)
(1831141, 21)
(1833674, 4)
(1838075, 4)
(1839161, 35)
(1839838, 17)
(1843248, 8)
(1844607, 9)
(1847240, 6)
(1847326, 12)
(1849534, 25)
(1852909, 20)
(1853070, 7)
(1854005, 4)
(1854957, 18)
(1864918, 14)
(1867747, 3)
(1870502, 38)
(1876244, 1)
(1878108, 7)
(1883107, 2)
(1883228, 7)
(1884630, 1)
(1884789, 16)
(1885043, 11)
(1889223, 31)
(1894186, 30)
(1897882, 10)
(1898068, 21)
(1904524, 8)
(1910106, 19)
(1911710, 6)
(1915823, 2)
(1927689, 9)
(1929036, 19)
(1947025, 3)
(1954572, 33)
(1957633, 15)
(1957726, 31)
(1959875, 17)
(1962724, 32)
(1969554, 4)
(1969704, 7)
(1972229, 6)
(1974037, 14)
(1975432, 19)
(1978794, 4)
(1979041, 3)
(1980673, 17)
(1980979, 37)
(1991042, 6)
(1992498, 31)
(1999741, 4)
(2004229, 5)
(2006658, 2)
(2013633, 3)
(2013883, 1)
(2019669, 1)
(2022156, 20)
(2022405, 13)
(2031899, 6)
(2034714, 6)
(2035366, 6)
(2035614, 1)
(2036648, 4)
(2039592, 20)
(2046659, 1)
(2052029, 6)
(2053142, 14)
(2053638, 5)
(2058028, 29)
(2058296, 2)
(2059063, 4)
(2060585, 5)
(2064793, 25)
(2065243, 22)
(2067329, 25)
(2072216, 24)
(2073365, 15)
(2076842, 31)
(2085118, 28)
(2089187, 8)
(2091174, 3)
(2091611, 13)
(2094352, 36)
(2101142, 39)
(2101329, 29)
(2104066, 11)
(2105885, 6)
(2106596, 4)
(2110203, 4)
(2110357, 1)
(2113400, 4)
(2113676, 1)
(2129489, 36)
(2139703, 32)
(2141190, 17)
(2144683, 1)
(2145492, 22)
(2145918, 20)
(2147403, 25)
(2149525, 2)
(2149763, 3)
(2151524, 7)
(2154082, 35)
(2154223, 11)
(2158132, 45)
(2159928, 3)
(2163992, 13)
(2168065, 12)
(2168526, 11)
(2174825, 43)
(2175910, 4)
(2176029, 3)
(2176158, 4)
(2184492, 23)
(2186650, 33)
(2186861, 33)
(2187911, 1)
(2203684, 3)
(2208611, 1)
(2210098, 36)
(2210374, 24)
(2212766, 16)
(2227918, 22)
(2230960, 13)
(2236419, 16)
(2237930, 2)
(2239115, 26)
(2241158, 2)
(2246660, 45)
(2251199, 31)
(2253009, 36)
(2253161, 5)
(2254351, 39)
(2265959, 3)
(2270436, 5)
(2270657, 14)
(2275120, 3)
(2281301, 26)
(2287758, 9)
(2287839, 1)
(2294064, 3)
(2298137, 20)
(2298895, 28)
(2299906, 9)
(2322928, 1)
(2323410, 7)
(2324482, 18)
(2325693, 37)
(2327034, 1)
(2328788, 29)
(2331568, 4)
(2333812, 10)
(2334126, 15)
(2334718, 8)
(2342292, 14)
(2348157, 38)
(2351456, 4)
(2359142, 23)
(2362085, 1)
(2363543, 4)
(2363682, 8)
(2364008, 17)
(2366869, 22)
(2370523, 44)
(2376135, 6)
(2376285, 21)
(2376573, 6)
(2387356, 2)
(2387417, 1)
(2388904, 32)
(2392371, 2)
(2392425, 2)
(2398236, 2)
(2402297, 1)
(2411887, 2)
(2417496, 29)
(2423463, 1)
(2427161, 2)
(2439229, 14)
(2439405, 6)
(2447444, 2)
(2458057, 8)
(2458944, 35)
(2462145, 26)
(2462288, 34)
(2468037, 6)
(2478940, 29)
(2481999, 2)
(2486742, 13)
(2487077, 2)
(2487272, 28)
(2493331, 4)
(2493586, 34)
(2500513, 13)
(2508413, 5)
(2511256, 12)
(2517492, 17)
(2522797, 13)
(2523006, 41)
(2528723, 3)
(2529458, 11)
(2529647, 32)
(2530478, 3)
(2535100, 36)
(2535881, 9)
(2542739, 29)
(2549498, 8)
(2549625, 18)
(2556052, 6)
(2558150, 23)
(2562636, 3)
(2566676, 32)
(2566779, 19)
(2573286, 9)
(2574466, 6)
(2574617, 11)
(2576842, 1)
(2579698, 48)
(2585956, 7)
(2588745, 23)
(2588912, 21)
(2588597, 9)
(2588933, 46)
(2588893, 6)
(2599246, 1)
(2600835, 2)
(2602597, 6)
(2604064, 7)
(2623250, 3)
(2623408, 11)
(2630723, 13)
(2637910, 34)
(2649880, 33)
(2651231, 4)
(2656823, 37)
(2662407, 9)
(2665808, 34)
(2666139, 46)
(2669106, 1)
(2682865, 1)
(2690363, 8)
(2694223, 2)
(2706840, 4)
(2709844, 38)
(2711608, 19)
(2717786, 44)
(2718344, 14)
(2720983, 5)
(2722506, 7)
(2727526, 36)
(2734445, 1)
(2736917, 17)
(2737035, 43)
(2740319, 17)
(2741934, 22)
(2743203, 9)
(2752252, 4)
(2758666, 2)
(2760632, 18)
(2762629, 49)
(2764869, 52)
(2766926, 10)
(2767846, 20)
(2770112, 4)
(2770850, 39)
(2772298, 6)
(2777646, 21)
(2779018, 6)
(2785323, 3)
(2792433, 3)
(2801711, 48)
(2802172, 3)
(2806785, 12)
(2808189, 20)
(2814275, 10)
(2832201, 23)
(2836641, 26)
(2837143, 3)
(2839675, 9)
(2852678, 1)
(2862156, 22)
(2864911, 4)
(2868890, 5)
(2873921, 7)
(2893868, 1)
(2912970, 51)
(2913398, 31)
(2916459, 5)
(2919569, 5)
(2924478, 7)
(2924745, 14)
(2927377, 2)
(2931250, 2)
(2935003, 5)
(2935080, 37)
(2935365, 26)
(2935672, 36)
(2943761, 18)
(2945731, 7)
(2950921, 38)
(2954326, 8)
(2957679, 48)
(2958242, 4)
(2958525, 32)
(2962970, 1)
(2964640, 2)
(2968429, 26)
(2973061, 2)
(2977164, 40)
(2986741, 4)
(2987189, 3)
(2991655, 28)
(2993537, 3)
(2996980, 3)
(3004610, 2)
(3005118, 47)
(3005292, 2)
(3006470, 35)
(3011098, 28)
(3014411, 2)
(3016514, 1)
(3021528, 9)
(3024903, 12)
(3025596, 5)
(3025969, 11)
(3026817, 3)
(3030303, 37)
(3036094, 3)
(3041560, 25)
(3043004, 43)
(3057022, 17)
(3057131, 1)
(3063107, 1)
(3068299, 12)
(3068627, 47)
(3069108, 4)
(3074614, 3)
(3075126, 22)
(3077190, 3)
(3077257, 21)
(3079728, 4)
(3080061, 5)
(3083777, 12)
(3084077, 4)
(3091477, 5)
(3095399, 17)
(3096132, 4)
(3098277, 4)
(3100947, 45)
(3103756, 1)
(3106843, 12)
(3107917, 2)
(3110763, 21)
(3123223, 25)
(3126928, 1)
(3127535, 5)
(3127706, 1)
(3134176, 7)
(3136094, 50)
(3136711, 2)
(3140781, 50)
(3141880, 9)
(3144771, 7)
(3148258, 18)
(3153189, 1)
(3153429, 10)
(3156142, 1)
(3156427, 10)
(3159538, 47)
(3160194, 13)
(3160803, 1)
(3164451, 17)
(3169093, 7)
(3169482, 11)
(3170623, 7)
(3170973, 43)
(3173159, 1)
(3174732, 2)
(3179705, 49)
(3182109, 44)
(3183513, 23)
(3197943, 14)
(3198421, 6)
(3199594, 44)
(3202852, 37)
(3203943, 20)
(3206009, 3)
(3211662, 5)
(3217103, 15)
(3219612, 13)
(3226803, 5)
(3233718, 2)
(3235383, 54)
(3237950, 45)
(3241471, 45)
(3247144, 18)
(3250254, 32)
(3250698, 12)
(3251229, 10)
(3251589, 35)
(3252199, 53)
(3260558, 13)
(3264670, 1)
(3272268, 12)
(3273135, 22)
(3273429, 7)
(3288022, 56)
(3292801, 13)
(3293045, 43)
(3294473, 21)
(3301478, 2)
(3309859, 2)
(3311194, 1)
(3312780, 35)
(3315400, 13)
(3320090, 20)
(3323441, 2)
(3324998, 40)
(3328353, 12)
(3331495, 20)
(3332417, 24)
(3337915, 48)
(3341371, 4)
(3350289, 5)
(3350988, 23)
(3359365, 8)
(3360476, 54)
(3360816, 19)
(3361935, 39)
(3370052, 43)
(3377104, 3)
(3385865, 4)
(3406344, 1)
(3409730, 19)
(3410027, 23)
(3415345, 6)
(3418439, 7)
(3418670, 12)
(3420523, 6)
(3421137, 50)
(3421333, 4)
(3425896, 2)
(3428146, 4)
(3428515, 38)
(3431121, 30)
(3431706, 1)
(3431941, 26)
(3440722, 10)
(3440918, 11)
(3448681, 31)
(3460033, 46)
(3465416, 10)
(3467771, 7)
(3471202, 3)
(3475224, 6)
(3475686, 1)
(3482162, 45)
(3482346, 10)
(3484210, 22)
(3484552, 49)
(3485249, 29)
(3487402, 38)
(3489725, 41)
(3491460, 3)
(3492744, 2)
(3496209, 2)
(3496840, 1)
(3512752, 23)
(3513875, 3)
(3517628, 38)
(3519189, 32)
(3524569, 33)
(3525697, 3)
(3526098, 1)
(3534974, 2)
(3540551, 47)
(3542469, 25)
(3543598, 47)
(3552891, 42)
(3553048, 31)
(3555545, 59)
(3555746, 23)
(3555972, 1)
(3576923, 2)
(3577296, 20)
(3579480, 17)
(3591966, 35)
(3596362, 33)
(3598088, 27)
(3611410, 7)
(3615776, 23)
(3617149, 37)
(3617308, 57)
(3617689, 29)
(3621951, 1)
(3622808, 6)
(3623453, 9)
(3625892, 33)
(3628443, 3)
(3632224, 28)
(3633232, 2)
(3633635, 20)
(3635626, 19)
(3641858, 56)
(3643918, 41)
(3645622, 1)
(3651377, 3)
(3652662, 1)
(3654497, 18)
(3655481, 19)
(3655816, 13)
(3664943, 12)
(3667045, 3)
(3668883, 48)
(3673724, 2)
(3675333, 23)
(3676150, 56)
(3677451, 27)
(3677966, 7)
(3680386, 6)
(3685348, 12)
(3685614, 38)
(3685886, 57)
(3686436, 42)
(3689537, 3)
(3689777, 5)
(3698479, 11)
(3708305, 39)
(3716434, 24)
(3722301, 12)
(3722416, 27)
(3725929, 1)
(3733272, 10)
(3738243, 48)
(3746213, 60)
(3752450, 43)
(3757605, 1)
(3757956, 64)
(3761635, 6)
(3764331, 1)
(3766969, 35)
(3769670, 6)
(3774575, 3)
(3775662, 26)
(3781463, 30)
(3785725, 1)
(3796849, 3)
(3803468, 16)
(3803739, 5)
(3807728, 17)
(3808189, 25)
(3808445, 9)
(3822671, 36)
(3834232, 48)
(3842348, 4)
(3853828, 55)
(3854684, 2)
(3855840, 13)
(3858728, 2)
(3879326, 2)
(3894330, 50)
(3902113, 57)
(3902356, 17)
(3904173, 36)
(3911114, 7)
(3919581, 44)
(3919933, 10)
(3921162, 11)
(3926206, 44)
(3930660, 46)
(3930878, 28)
(3931855, 29)
(3942226, 13)
(3942437, 35)
(3950999, 23)
(3954781, 41)
(3964301, 8)
(3966686, 1)
(3969486, 3)
(3971902, 2)
(3974920, 10)
(3984230, 37)
(3986433, 1)
(3986892, 2)
(3988228, 1)
(3996216, 41)
(4003912, 20)
(4005462, 28)
(4006815, 33)
(4018828, 26)
(4019039, 21)
(4021917, 5)
(4023909, 43)
(4031151, 3)
(4031468, 10)
(4040362, 6)
(4041939, 6)
(4047911, 19)
(4050389, 31)
(4057483, 7)
(4057580, 6)
(4064590, 3)
(4066235, 12)
(4085118, 13)
(4086302, 2)
(4093743, 62)
(4100806, 4)
(4101961, 2)
(4103172, 4)
(4105354, 3)
(4105484, 32)
(4107792, 2)
(4108600, 21)
(4111061, 41)
(4114109, 32)
(4115264, 22)
(4115458, 33)
(4121868, 9)
(4125393, 8)
(4129772, 1)
(4131073, 9)
(4131527, 3)
(4135368, 57)
(4135656, 11)
(4145815, 12)
(4146967, 31)
(4147187, 30)
(4151992, 73)
(4159159, 44)
(4159796, 15)
(4161856, 47)
(4162051, 59)
(4162014, 42)
(4167413, 15)
(4167980, 3)
(4175851, 21)
(4177077, 15)
(4182876, 1)
(4183843, 8)
(4193833, 28)
(4194509, 9)
(4194774, 19)
(4204520, 2)
(4216126, 41)
(4221138, 16)
(4221907, 69)
(4226979, 7)
(4239217, 57)
(4240706, 4)
(4243192, 27)
(4245839, 10)
(4247503, 22)
(4253831, 43)
(4253971, 5)
(4254566, 1)
(4257368, 2)
(4258188, 4)
(4258419, 24)
(4258643, 12)
(4261746, 26)
(4266902, 33)
(4273516, 39)
(4281684, 4)
(4285562, 24)
(4293969, 5)
(4296751, 38)
(4304008, 5)
(4304164, 53)
(4304338, 2)
(4304730, 8)
(4321495, 16)
(4322943, 5)
(4358199, 61)
(4360461, 18)
(4362411, 6)
(4365287, 56)
(4365528, 33)
(4368277, 15)
(4369106, 6)
(4379898, 6)
(4383758, 31)
(4386438, 56)
(4388938, 35)
(4390873, 2)
(4392703, 33)
(4397340, 35)
(4400878, 8)
(4406290, 1)
(4412267, 63)
(4414542, 6)
(4427522, 6)
(4432845, 4)
(4435000, 17)
(4438486, 14)
(4440072, 33)
(4444202, 43)
(4444979, 50)
(4456640, 5)
(4456856, 17)
(4457098, 11)
(4461445, 26)
(4469256, 19)
(4474848, 5)
(4479278, 2)
(4482626, 6)
(4483876, 7)
(4488504, 1)
(4497393, 60)
(4502463, 27)
(4502702, 4)
(4504641, 8)
(4508910, 56)
(4513757, 7)
(4523189, 52)
(4529100, 4)
(4529991, 38)
(4534336, 29)
(4535342, 69)
(4535822, 29)
(4541387, 27)
(4545431, 42)
(4548958, 6)
(4549265, 3)
(4552659, 5)
(4553345, 28)
(4559824, 8)
(4560094, 2)
(4562787, 1)
(4565389, 30)
(4565628, 8)
(4571691, 3)
(4574696, 12)
(4575255, 31)
(4582360, 13)
(4597702, 23)
(4602252, 50)
(4603543, 8)
(4603724, 7)
(4610795, 39)
(4614750, 27)
(4615354, 51)
(4617321, 5)
(4617557, 3)
(4618405, 65)
(4618809, 46)
(4619568, 17)
(4625384, 28)
(4631388, 9)
(4632096, 4)
(4634613, 34)
(4636589, 29)
(4637236, 16)
(4640718, 7)
(4640898, 1)
(4641941, 22)
(4647182, 7)
(4650530, 87)
(4651256, 5)
(4656619, 56)
(4656810, 32)
(4663284, 30)
(4668030, 44)
(4668883, 66)
(4673394, 3)
(4673919, 35)
(4680418, 23)
(4686570, 18)
(4692420, 4)
(4702784, 53)
(4706592, 12)
(4708692, 3)
(4725481, 72)
(4729951, 64)
(4730703, 10)
(4731033, 4)
(4731380, 6)
(4739392, 9)
(4743608, 22)
(4754322, 2)
(4756441, 5)
(4759001, 35)
(4759364, 59)
(4761223, 64)
(4772112, 42)
(4776006, 3)
(4776173, 34)
(4776661, 25)
(4779419, 1)
(4781614, 20)
(4782251, 33)
(4786716, 18)
(4787089, 4)
(4794668, 6)
(4798696, 27)
(4802520, 33)
(4810986, 2)
(4815759, 32)
(4816798, 8)
(4831407, 68)
(4837747, 1)
(4843535, 57)
(4845550, 53)
(4846903, 20)
(4847725, 50)
(4849394, 19)
(4854370, 52)
(4856229, 27)
(4857429, 1)
(4864055, 10)
(4869604, 3)
(4876042, 5)
(4879272, 60)
(4882656, 49)
(4883532, 23)
(4884739, 5)
(4885945, 37)
(4896603, 66)
(4897617, 2)
(4898084, 5)
(4917488, 3)
(4918944, 4)
(4919793, 10)
(4927026, 8)
(4931060, 18)
(4933690, 1)
(4945693, 1)
(4946034, 25)
(4955621, 14)
(4957274, 50)
(4960520, 6)
